id,user_id,rdv,asofright,ovr55,clusteros,phased,stalled,name,status,descr,prj_url,address,state,zip_code,height,stories,year_compl,prjarea,singfamhu,smmultifam,lgmultifam,hu,gqpop,rptdemp,commsf,hotelrms,onsitepark,total_cost,ret_sqft,ofcmd_sqft,indmf_sqft,whs_sqft,rnd_sqft,ei_sqft,other_sqft,hotel_sqft,latitude,longitude,mixed_use,created_at,updated_at,municipal,devlper,yrcomp_est,units_1bd,units_2bd,units_3bd,affrd_unit,aff_u30,aff_30_50,aff_50_80,aff_80p,headqtrs,park_type,publicsqft,unknownhu,aff_unknown,unk_sqft,loc_id,parcel_fy,rpa_name,county,nhood,n_transit,mepa_id,traffic_count_data,mepa_id_present,traffic_count_data_present
47,1,false,false,false,false,false,false,Boston Cargo Terminal,planning,,,20 Fid Kennedy Ave,MA,"=""02210""",,,2020,,,,,0,,569,510552,,,,0.0,0.0,510552.0,0.0,0.0,0.0,0.0,,42.3468146317922,-71.028569545805,false,2011-03-19 07:00:00 UTC,2018-04-24 19:05:56 UTC,Boston,,false,,,,,,,,,false,,,,,,M_238769_899850,2017,Metropolitan Area Planning Council,Suffolk,South Boston Waterfront,"[""Rapid Transit: 25 Dry Dock Ave @ Harbor St""]",,,,
50,1,false,false,false,false,false,false,Wheelock College West Wing,projected,,,200 Riverway,MA,"=""02215""",,,2030,,,,,0,,155,75000,,,,0.0,0.0,0.0,0.0,0.0,75000.0,0.0,,42.3417594416822,-71.1064430387194,false,2011-03-19 07:00:00 UTC,2018-04-24 19:06:03 UTC,Boston,,true,,,,,,,,,false,,,,,,M_232436_899100,2017,Metropolitan Area Planning Council,Suffolk,Longwood Medical Area,"[""Rapid Transit: Longwood Station""]",,,,
51,1,false,false,false,false,false,false,Wheelock College Campus Center,completed,,,200 Riverway,MA,"=""02215""",,,2010,,,,,0,,135,65000,,,,0.0,0.0,0.0,0.0,0.0,65000.0,0.0,,42.3417594416822,-71.1064430387194,false,2011-03-19 07:00:00 UTC,2018-04-24 19:06:05 UTC,Boston,,false,,,,,,,,,false,,,,,,M_232436_899100,2017,Metropolitan Area Planning Council,Suffolk,Longwood Medical Area,"[""Rapid Transit: Longwood Station""]",,,,
54,1,false,false,false,false,true,false,"5 Channel Center - Fraunhofer ""Living Lab""",completed,Fraunhofer Center for Sustainable Energy Systems,https://www.cse.fraunhofer.org/living-lab,5 Channel Center St,MA,"=""02210""",,6,2015,,0,0,0,0,0,44,50000,0,,,0.0,25000.0,0.0,0.0,25000.0,0.0,0.0,,42.3449166963325,-71.0517349834595,true,2011-03-19 07:00:00 UTC,2018-09-26 04:57:57 UTC,Boston,,false,,,,0,0,0,0,0,false,,0,,,,M_236938_899471,2017,Metropolitan Area Planning Council,Suffolk,South Boston Waterfront,"[""Rapid Transit: Broadway""]",,,,
64,1,false,false,false,false,false,false,Four Corners Station Area #4,projected, Added by MAPC based on Fairmount Corridor Collaborative Vision report (2005),,123 Glenway St,MA,"=""02121""",,,2025,,,,,100,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.2992186429077,-71.0817705973913,false,2011-03-19 07:00:00 UTC,2018-04-24 19:06:31 UTC,Boston,,false,,,,,,,,,false,,,,,,M_234482_894386,2017,Metropolitan Area Planning Council,Suffolk,Dorchester,"[""Commuter Rail: Four Corners/Geneva Ave""]",,,,
59,1,false,false,false,false,false,false,NU IMP Amendment and West Village Building F,completed," 135K dormitory and classroom facility, new John D. O'Bryant African American Institute, and acquisition of 10 Coventry Street.",,40 Leon St,MA,"=""02115""",,,2010,,,,,135,230,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3375751243633,-71.0913282279257,false,2011-03-19 07:00:00 UTC,2018-04-24 19:06:21 UTC,Boston,,false,,,,,,,,,false,,,,,,M_233621_898651,2017,Metropolitan Area Planning Council,Suffolk,Fenway,"[""Rapid Transit: Ruggles""]",,,,
55,1,false,false,false,false,false,false,Parcel 1 (MTA) Simpson Housing Bulfinch,completed,***This development has completed construction as of fall 2020,,98 N Washington St,MA,"=""02114""",,,2020,,0,0,0,0,0,34,17000,0,,,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.365632591998,-71.058767048478,true,2011-03-19 07:00:00 UTC,2021-01-03 22:41:32 UTC,Boston,,false,,,,0,0,0,0,0,false,,0,,0,,M_236331_901778,2017,Metropolitan Area Planning Council,Suffolk,West End,"[""Rapid Transit: North Station""]",,,,
58,1,false,false,false,false,false,false,Boston University Armory Phase III (West),projected, Phase III will be forthcoming and will complete the PDA,,915 Commonwealth Avenue,MA,"=""02215""",,,2030,,,,,219,523,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3517694295875,-71.1167925730007,false,2011-03-19 07:00:00 UTC,2018-04-24 19:06:19 UTC,Boston,,true,,,,,,,,,false,,,,,,M_231558_900279,2017,Metropolitan Area Planning Council,Suffolk,Allston,"[""Rapid Transit: Saint Paul Street""]",,,,
65,1,false,false,false,false,false,false,Charlestown Recovery House,completed," BRA Parcel R37 to be subdivided and used for the development of 25 bed Charlestown Recovery House (20,290sq ft of land) and a Police Station (30,400sq ft of land).",,15 Bunker Hill St,MA,"=""02129""",,,2010,,,,,0,,8,16932,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3762537316194,-71.0562677636868,false,2011-03-19 07:00:00 UTC,2018-04-24 19:06:33 UTC,Boston,,false,,,,,,,,,false,,,,,,M_236550_902948,2017,Metropolitan Area Planning Council,Suffolk,Charlestown,"[""Ferry: Boston-Charlestown (F4)""]",,,,
70,1,true,false,false,false,false,false,CVS Building,completed,"Retail, condos CVS 1st floor, residential above168 Canal St, Boston, MA â€Ž ",,101 Canal St,MA,"=""02114""",,,2010,,,,9,9,,20,20000,,,,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3646995863422,-71.0599121577032,true,2011-03-19 07:00:00 UTC,2018-04-24 19:06:44 UTC,Boston,,false,,,,,,,,,false,,,,,,M_236223_901708,2017,Metropolitan Area Planning Council,Suffolk,West End,"[""Rapid Transit: North Station""]",,,,
67,1,false,false,false,false,false,false,Readville Station Area #2,projected, Added by MAPC based on Fairmount Corridor Collaborative Vision report (2005),,21 Milton St,MA,"=""02186""",,,2025,,,,,100,,,100000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.2865086474089,-71.0787806133553,true,2011-03-19 07:00:00 UTC,2018-04-24 19:06:38 UTC,Boston,,false,,,,,,,,,false,,,,,,M_234740_892975,2017,Metropolitan Area Planning Council,Suffolk,Dorchester,"[""Commuter Rail: Talbot Avenue""]",,,,
3281,256,false,false,false,false,false,false,35 South Huntington,completed,"Mixed use building 35 South Huntington Avenue is a proposed 5-6 story, 45,500 gross square foot building with 38 residential units, 26 parking spaces, and approximately 7,080 square feet of commercial, retail, and restaurant space.",,33 South Huntington Avenue,MA,"=""02130""",,,2018,45500,0,0,38,38,0,,7080,0,26,,7080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3312700335325,-71.1120398293432,true,2017-03-01 20:55:13 UTC,2020-02-27 23:59:28 UTC,Boston,,false,,,,5,0,0,5,0,false,,0,,,,M_231971_897936,2017,Metropolitan Area Planning Council,Suffolk,Mission Hill,"[""Rapid Transit: Riverway""]",,,,
1269,1,true,false,false,false,false,false,Penniman on the Park,completed,"New condominium residences near Allston's Union Square and Boston Landing ~1,000 SF units starting ~$500,000. 4 penthouses, 6 affordable. 17 underground garage spaces and 10 surface parking spaces available on an adjacent lot.",,20 Penniman Rd,MA,"=""02134""",,6,2018,41053,0,0,36,36,0,,0,0,27,7200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3552981429817,-71.1361950870151,false,2011-03-19 07:00:00 UTC,2020-01-02 14:51:59 UTC,Boston, Brad Spencer and Jumbo Capital Management ,false,,,,6,0,0,0,6,false,underground,0,,,,M_229959_900603,2017,Metropolitan Area Planning Council,Suffolk,Allston,"[""Rapid Transit: Harvard Avenue""]",,,,
143,1,false,false,false,false,true,false,Whittier Street Health Center- 1290 Tremont Street,completed," Ongoing comm process, Dev RFP planned for Spring 2012, housing/arts/green space, potential commercial Jfitzgerald_BRA",,1290 Tremont St,MA,"=""02120""",,,2012,,0,0,0,0,0,50,78900,,,32000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3327526272602,-71.0919691266545,false,2012-08-22 04:00:00 UTC,2018-04-24 19:11:20 UTC,Boston,,false,,,,,,,,,false,,,,,,M_233633_898111,2017,Metropolitan Area Planning Council,Suffolk,Roxbury,"[""Rapid Transit: Roxbury Crossing""]",,,,
149,1,false,false,false,false,false,false,Prudential Office ,completed," The continued development of the Planned Development Area (PDA #37) consisting of 857,286 sq. ft. of office space and 60,000 sq. ft. of retail space on the ground and mezzanine levels. Jfitzgerald_BRA",,800 Boylston St,MA,"=""02199""",,,2001,,,,,0,0,3900,917286,0,0,125000000,60000.0,857286.0,0.0,0.0,0.0,0.0,0.0,,42.3473054689035,-71.0814580669872,false,2012-08-22 04:00:00 UTC,2018-04-24 19:11:33 UTC,Boston,,false,,,,,,,,,false,,,,,,M_234497_899730,2017,Metropolitan Area Planning Council,Suffolk,Back Bay,"[""Rapid Transit: Prudential""]",,,,
147,1,false,false,false,false,false,false,131 Dartmouth Street- 131 Dartmouth Street,completed, Program includes office development with ground floor retail and parking for 730 cars. Jfitzgerald_BRA,,131 Dartmouth Street,MA,"=""02116""",,,2002,,,,,0,0,1200,365000,0,730,60000000,0.0,365000.0,0.0,0.0,0.0,0.0,0.0,,42.346587798147,-71.0753583962716,false,2012-08-22 04:00:00 UTC,2018-04-24 19:11:28 UTC,Boston,,false,,,,,,,,,false,,,,,,M_234984_899679,2017,Metropolitan Area Planning Council,Suffolk,South End,"[""Rapid Transit: Back Bay""]",,,,
151,1,false,false,false,false,false,false,NU - West Village Residence Hall E- 10 Leon St.,completed, West Village Residence Hall E.- 270 Beds Jfitzgerald_BRA,,10 Leon St,MA,"=""02115""",,,2002,,,,,0,270,8,120000,0,0,34000000,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,,42.3365708753196,-71.0918094702749,false,2012-08-22 04:00:00 UTC,2018-04-24 19:11:37 UTC,Boston,,false,,,,,,,,,false,,,,,,M_233621_898651,2017,Metropolitan Area Planning Council,Suffolk,Fenway,"[""Rapid Transit: Ruggles""]",,,,
150,1,false,false,false,false,false,false,NU - Behrakis Health Science Building- 30 Leon Street,completed," Contact: Jean Levesque, Esq, Northeastern Univ., 373-5805  Seven Story Bld with 120,000 SF for classes, teaching and research labs, prep rooms, exam and observation rooms, faculty and staff offices. Jfitzgerald_BRA",,30 Leon Street,MA,"=""02115""",,,2002,,,,,0,0,15,120000,0,0,33000000,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,,42.3369750848863,-71.0915591496969,false,2012-08-22 04:00:00 UTC,2018-04-24 23:03:27 UTC,Boston,Victor Kotslopoulos,false,,,,,,,,,false,,,,,,M_233621_898651,2017,Metropolitan Area Planning Council,Suffolk,Fenway,"[""Rapid Transit: Ruggles""]",,,,
154,1,false,false,false,false,false,false,Interfaith Apartments,completed, BHA issued RFP for 69 affordable residential units to be substantially renovated.  Expiring Section 8 contract. All units Section 8 with 8 Low Income Homeless Set-Aside units. Jfitzgerald_BRA,,282 Columbus Ave,MA,"=""02116""",,,2003,,0,0,69,69,0,0,4104,0,1,15689848,4104.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3469386656444,-71.073590598389,true,2012-08-22 04:00:00 UTC,2018-04-24 19:11:43 UTC,Boston,Madison Park Development Corp. and Haley House Inc.,false,,,,69,,,,,false,,,,,,M_235136_899683,2017,Metropolitan Area Planning Council,Suffolk,South End,"[""Rapid Transit: Back Bay""]",,,,
153,1,false,false,false,false,false,false,Prudential Market- 800 Boylston Street,completed," 57,000 sf Shaws supermarket fronting on Huntington avenue and East Ring Road. Jfitzgerald_BRA",, 800 Boylston Street,MA,"=""02199""",,,2003,,0,0,0,0,0,300,57000,0,0,10000000,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3473054689035,-71.0814580669872,false,2012-08-22 04:00:00 UTC,2020-12-29 15:22:34 UTC,Boston,,false,,,,0,0,0,0,0,false,,0,,0,,M_234497_899730,2017,Metropolitan Area Planning Council,Suffolk,Back Bay,"[""Rapid Transit: Prudential""]",,,,
159,1,false,false,false,false,false,false,St. Francis House - 39 Boylston Street ,completed,"Residential,  Laura Delgado, DND, City of Boston",,39 Boylston St,MA,"=""02116""",,,2002,,0,0,13,14,,,0,,,15100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3524886529241,-71.0635906213518,false,2012-08-22 04:00:00 UTC,2018-04-24 19:11:53 UTC,Boston,,false,,,,,,,,,false,,,,,,M_235962_900313,2017,Metropolitan Area Planning Council,Suffolk,Downtown,"[""Rapid Transit: Chinatown""]",,,,
158,1,true,false,false,false,false,false,Mass Pike Towers - 330 Tremont St ,projected, 225 unit housing project next to existing Mass Pike Tower I (Built w/ 121A). 25% of units affordable between 80% and 120%.,,330 Tremont St ,MA,"=""02116""",,,2027,,0,0,225,225,0,,0,,190,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3484886490975,-71.0658606032102,false,2012-08-22 04:00:00 UTC,2018-04-24 19:11:51 UTC,Boston,,true,,,,56,,,,56,false,,,,,,M_235722_899839,2017,Metropolitan Area Planning Council,Suffolk,Chinatown,"[""Rapid Transit: Tufts Medical Center""]",,,,
157,1,true,false,false,false,false,false,Academy Homes I - 1584-1596 Columbus Ave ,completed,"Residential,  Laura Delgado, DND, City of Boston",,1592 Columbus Ave,MA,"=""02119""",,,2002,,0,0,202,202,,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3215395128645,-71.0980621957976,false,2012-08-22 04:00:00 UTC,2018-04-24 19:11:49 UTC,Boston,,false,,,,,,,,,false,,,,,,M_233206_896842,2017,Metropolitan Area Planning Council,Suffolk,Roxbury,"[""Rapid Transit: Jackson Square""]",,,,
835,1,true,false,false,false,false,false,Starboard Place (Parcel 39A),completed, Proposal calls for 54 condominiums at 45 First Avenue.,,150 2nd Ave,MA,"=""02129""",,,2015,,0,0,54,54,0,182,50790,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3760784824866,-71.0533372655068,true,2011-03-19 07:00:00 UTC,2018-04-24 19:48:31 UTC,Boston,,false,,,,,,,,,false,,,,,,M_236769_902933,2017,Metropolitan Area Planning Council,Suffolk,Charlestown,"[""Ferry: Boston-Charlestown (F4)""]",,,,
167,1,true,false,false,false,true,false,Fan Pier Parcel A & B - Vertex Global Headquarters,completed,,,11 Fan Pier Boulevard,MA,"=""02210""",,,2014,,,,,0,,,1160000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3542362079485,-71.0456223946564,true,2012-11-06 15:40:22 UTC,2018-04-24 19:12:23 UTC,Boston,,false,,,,,,,,,true,,,,,,M_237428_900503,2017,Metropolitan Area Planning Council,Suffolk,South Boston Waterfront,"[""Rapid Transit: Courthouse""]",,,,
170,1,true,false,false,false,false,false,The Viridian (1282 Boylston),completed," Proposal for the McDonald's site on Boylston for a 348,235sf project with 322 residential units, 15,000sf of ground floor retail and 295 parking spaces.",http://theviridian.com/,1282 Boylston St,MA,"=""02215""",,,2015,348235,0,0,322,322,0,,15000,,295,,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3446509747494,-71.0969403422387,true,2014-01-30 15:44:03 UTC,2018-04-24 19:12:34 UTC,Boston,,false,,,,,,,,,false,,,,,,M_233208_899409,2017,Metropolitan Area Planning Council,Suffolk,Fenway,"[""Rapid Transit: Kenmore""]",,,,
258,1,true,false,false,false,false,false,Cote Village,planning," Construct 76 units with rental office and community room, 4,172 SF of ground-floor commercial space, including a 12,000 SF public plaza with a total of 84 parking spaces.",,820 Cummins Hwy,MA,"=""02126""",,,2027,,0,0,76,76,0,,4172,,84,29600000,4172.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.2701406543107,-71.0971916262465,true,2016-01-21 20:18:43 UTC,2018-04-24 19:16:48 UTC,Boston,,true,,,,,,,,,false,,12000,,,,M_233244_891144,2017,Metropolitan Area Planning Council,Suffolk,Mattapan,"[""Rapid Transit: Mattapan""]",,,,
2110,1,false,false,false,false,false,false,Woodrow Condominiums,completed, A proposal to redevelop the existing self storage building and construct 23 residential units with 33 underground parking spaces.,,250-258 Woodrow Ave,MA,"=""02124""",,,2010,,,,,23,,,,,33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.2855746409688,-71.0901900936223,false,2011-03-19 07:00:00 UTC,2018-04-24 21:01:07 UTC,Boston,,false,,,,,,,,,false,underground,,,,,M_233800_892870,2017,Metropolitan Area Planning Council,Suffolk,Dorchester,"[""Commuter Rail: Morton Street""]",,,,
185,1,true,false,false,false,false,false,Madison Tropical Parcel 10 (Tropical Foods),completed," Proposal calls for a 40,000 SF supermarket (Tropical Foods), 54,000 SF office/retail building and the rehabilitation of a 44,000 SF existing structure for the provision of residential units and retail space. Phasing information-  http://opportunityroxbury.com/wp-content/uploads/2014/11/Madison-Tropical-11-3.pdf",http://www.env.state.ma.us/mepa/mepadocs/2013/050813em/nps/enf/15047.pdf,450 Melnea Cass Blvd,MA,"=""02120""",,,2015,138000,0,0,30,30,0,250,94000,,93,44000000,40000.0,54000.0,0.0,0.0,0.0,0.0,0.0,,42.3332368672762,-71.0823476975385,true,2014-12-04 14:38:11 UTC,2018-04-24 19:13:33 UTC,Boston,Madison Park Development Corporation,false,,,,,,,,,false,,,,,,M_234443_898128,2017,Metropolitan Area Planning Council,Suffolk,Roxbury,"[""Rapid Transit: Melnea Cass Blvd""]",,,,
553,362,true,false,false,false,false,false,21 Batchelder Street,completed,"renovated warehouse office space for design and construction companies. Developed by Haycon with spaces ranging from single desks to office suites. Two duplex office suites for rent, Suit A at 1,740 SF, Suite B at 1,844 SF, with at least 15 open surface level parking and bike storage",,21 Batchelder Street,MA,"=""02119""",,2,2017,,0,0,0,0,0,,3584,0,15,,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3218586485556,-71.0689806169165,false,2017-11-07 17:40:49 UTC,2019-12-13 14:43:35 UTC,Boston,Haycon,false,,,,0,0,0,0,0,false,surface,0,,,,M_235533_896909,2017,Metropolitan Area Planning Council,Suffolk,Roxbury,"[""Commuter Rail: Uphams Corner""]",,,,
190,1,false,false,false,false,false,false,Learning Center at Bromley Heath- 33 Bickford Street,planning," Proposal calls for a 22,700sf state-of-the-art center for early childhood education, an afterschool program, and support activities/services for children, parents, and families at the Bromley-Heath Housing Development and surrounding areas.",,33 Bickford Street,MA,"=""02130""",,,2027,,,,,0,0,0,22700,0,15,13000000,0.0,0.0,0.0,0.0,0.0,22700.0,0.0,,42.3252084820494,-71.1017366732859,false,2012-08-22 04:00:00 UTC,2018-04-24 19:13:44 UTC,Boston,,true,,,,,,,,,false,,,,,,M_232813_897264,2017,Metropolitan Area Planning Council,Suffolk,Jamaica Plain,"[""Rapid Transit: Jackson Square""]",,,,
197,1,true,false,false,false,false,true,Olmsted Place (161 South Huntington),completed," Proposal calls for the demolition of the three existing structures, which formerly housed the Home for Little Wanderers, and the construction of 196 residential units and 175 parking spaces.",http://olmstedplace.com/,161 South Huntington,MA,"=""02130""",,,2016,,0,0,196,196,0,,49000,,175,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3269279617397,-71.1119017310103,true,2014-01-29 18:41:50 UTC,2018-04-24 23:02:20 UTC,Boston,PSB Investments LLC,false,,,,,,,,,false,,,,,,M_231987_897453,2017,Metropolitan Area Planning Council,Suffolk,Jamaica Plain,"[""Rapid Transit: Heath Street""]",,,,
3812,256,false,false,true,false,false,false,16 Ronald St,in_construction,"52 one-bedroom affordable senior housing units and 2 studios grossing approximately 45,646 square feet and 4 stories tall. (54 units total) ",http://www.bostonplans.org/projects/development-projects/16-ronald-street,Morse Street,MA,"=""02121""",,4,2030,,0,0,54,54,0,,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3047530655382,-71.0778552824888,false,2017-03-01 21:47:22 UTC,2022-03-01 22:04:32 UTC,Boston,,true,54,,,54,0,0,54,0,false,,0,0,0,0,M_234806_895019,2017,Metropolitan Area Planning Council,Suffolk,Dorchester,"[""Commuter Rail: Four Corners/Geneva Ave""]",,,false,false
